definition,definition_source,field,foreign_key,missingness,primary_key,storage_type,table_id,units
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,object_id,entities.None,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:edge_assertions,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,context_id,contexts.None,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:edge_assertions,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,measurement,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:edge_assertions,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,direction,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:edge_assertions,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,evidence_tier,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:edge_assertions,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,status,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:edge_assertions,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,qualitative_confidence,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:edge_assertions,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,contradiction_group,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:edge_assertions,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,candidate_path,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:edge_assertions,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,entity_id,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,True,TEXT,ATLAS_TABLE:entities,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,name,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:entities,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,entity_type,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:entities,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,layer,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:entities,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,external_id,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:entities,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,species,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:entities,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,mapping_status,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:entities,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,alias_id,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,True,TEXT,ATLAS_TABLE:entity_aliases,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,entity_id,entities.None,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:entity_aliases,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,original_label,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:entity_aliases,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,assay_channel,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:entity_aliases,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,resolution_status,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:entity_aliases,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,source_id,source_registry.None,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:entity_aliases,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,complex_id,entities.None,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,True,TEXT,ATLAS_TABLE:entity_components,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,component_id,entities.None,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,True,TEXT,ATLAS_TABLE:entity_components,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,stoichiometry,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:entity_components,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,source_id,source_registry.None,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:entity_components,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,evidence_id,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,True,TEXT,ATLAS_TABLE:evidence_instances,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,assertion_id,edge_assertions.None,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:evidence_instances,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,source_id,source_registry.None,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:evidence_instances,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,cohort_id,cohorts.None,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:evidence_instances,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,source_locator,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:evidence_instances,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,evidence_summary,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:evidence_instances,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,effect_size,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:evidence_instances,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,effect_unit,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:evidence_instances,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,uncertainty,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:evidence_instances,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,causal_directness,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:evidence_instances,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,limitations,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:evidence_instances,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,qc_status,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:evidence_instances,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,extraction_lane,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:evidence_instances,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,tested_hypothesis,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:evidence_instances,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,evidence_relation,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:evidence_instances,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,null_adequacy,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:evidence_instances,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,record_id,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,True,TEXT,ATLAS_TABLE:fine_mapping,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,evidence_id,evidence_instances.None,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:fine_mapping,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,credible_set,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:fine_mapping,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,posterior_probability,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:fine_mapping,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,method,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:fine_mapping,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,genome_build,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:fine_mapping,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,record_id,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,True,TEXT,ATLAS_TABLE:genetic_associations,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,evidence_id,evidence_instances.None,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:genetic_associations,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,variant_entity_id,entities.None,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:genetic_associations,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,trait_entity_id,entities.None,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:genetic_associations,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,grade,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:genetic_associations,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,effect_size,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:genetic_associations,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,effect_unit,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:genetic_associations,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,genome_build,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:genetic_associations,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,causal_gene_status,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:genetic_associations,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,instruction_id,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,True,TEXT,ATLAS_TABLE:instruction_versions,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,version,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:instruction_versions,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,path,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:instruction_versions,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,sha256,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:instruction_versions,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,scope,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:instruction_versions,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,metric_id,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,True,TEXT,ATLAS_TABLE:journal_metrics,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,journal,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:journal_metrics,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,year,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:journal_metrics,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,impact_factor,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,REAL,ATLAS_TABLE:journal_metrics,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,authoritative_source,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:journal_metrics,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,verified,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,INTEGER,ATLAS_TABLE:journal_metrics,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,multiplier,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,REAL,ATLAS_TABLE:journal_metrics,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,path_id,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,True,TEXT,ATLAS_TABLE:materialized_paths,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,assertion_ids,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:materialized_paths,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,context_id,contexts.None,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:materialized_paths,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,compatibility_report,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:materialized_paths,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,status,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:materialized_paths,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,record_id,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,True,TEXT,ATLAS_TABLE:molecular_qtls,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,evidence_id,evidence_instances.None,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:molecular_qtls,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,qtl_type,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:molecular_qtls,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,target_entity_id,entities.None,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:molecular_qtls,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,effect_size,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:molecular_qtls,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,effect_unit,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:molecular_qtls,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,colocalization,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:molecular_qtls,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,link_id,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,True,TEXT,ATLAS_TABLE:multiomic_links,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,from_assertion_id,edge_assertions.None,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:multiomic_links,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,to_assertion_id,edge_assertions.None,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:multiomic_links,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,status,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:multiomic_links,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,compatibility_report,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:multiomic_links,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,bridge_evidence_id,evidence_instances.None,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:multiomic_links,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,change_id,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,True,TEXT,ATLAS_TABLE:prior_changes,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,prior_id,prior_parameters.None,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:prior_changes,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,previous_version,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:prior_changes,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,new_version,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:prior_changes,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,previous_parameters,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:prior_changes,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,new_parameters,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:prior_changes,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,reason,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:prior_changes,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,prior_id,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,True,TEXT,ATLAS_TABLE:prior_parameters,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,assertion_id,edge_assertions.None,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:prior_parameters,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,parameter_family,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:prior_parameters,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,distribution,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:prior_parameters,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,parameters,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:prior_parameters,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,estimate,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,REAL,ATLAS_TABLE:prior_parameters,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,estimate_without_journal,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,REAL,ATLAS_TABLE:prior_parameters,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,independent_groups,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,INTEGER,ATLAS_TABLE:prior_parameters,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,calibration_status,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:prior_parameters,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,availability,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:prior_parameters,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,rationale,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:prior_parameters,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,record_id,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,True,TEXT,ATLAS_TABLE:protein_modifications,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,evidence_id,evidence_instances.None,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:protein_modifications,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,protein_entity_id,entities.None,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:protein_modifications,source/measurement dependent; do not infer from storage type
