column_position_1based,definition,gene_label,schema_role,source_path,units
15949,Source-provided gene/feature label; no independent ontology verification.,LINC02298,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
15950,Source-provided gene/feature label; no independent ontology verification.,LINC02299,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
15951,Source-provided gene/feature label; no independent ontology verification.,LINC02300,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
15952,Source-provided gene/feature label; no independent ontology verification.,LINC02301,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
15953,Source-provided gene/feature label; no independent ontology verification.,LINC02303,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
15954,Source-provided gene/feature label; no independent ontology verification.,LINC02304,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
15955,Source-provided gene/feature label; no independent ontology verification.,LINC02305,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
15956,Source-provided gene/feature label; no independent ontology verification.,LINC02306,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
15957,Source-provided gene/feature label; no independent ontology verification.,LINC02307,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
15958,Source-provided gene/feature label; no independent ontology verification.,LINC02308,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
15959,Source-provided gene/feature label; no independent ontology verification.,LINC02309,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
15960,Source-provided gene/feature label; no independent ontology verification.,LINC02310,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
15961,Source-provided gene/feature label; no independent ontology verification.,LINC02311,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
15962,Source-provided gene/feature label; no independent ontology verification.,LINC02312,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
15963,Source-provided gene/feature label; no independent ontology verification.,LINC02313,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
15964,Source-provided gene/feature label; no independent ontology verification.,LINC02314,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
15965,Source-provided gene/feature label; no independent ontology verification.,LINC02315,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
15966,Source-provided gene/feature label; no independent ontology verification.,LINC02316,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
15967,Source-provided gene/feature label; no independent ontology verification.,LINC02317,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
15968,Source-provided gene/feature label; no independent ontology verification.,LINC02318,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
15969,Source-provided gene/feature label; no independent ontology verification.,LINC02319,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
15970,Source-provided gene/feature label; no independent ontology verification.,LINC02320,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
15971,Source-provided gene/feature label; no independent ontology verification.,LINC02321,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
15972,Source-provided gene/feature label; no independent ontology verification.,LINC02322,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
15973,Source-provided gene/feature label; no independent ontology verification.,LINC02323,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
15974,Source-provided gene/feature label; no independent ontology verification.,LINC02324,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
15975,Source-provided gene/feature label; no independent ontology verification.,LINC02325,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
15976,Source-provided gene/feature label; no independent ontology verification.,LINC02326,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
15977,Source-provided gene/feature label; no independent ontology verification.,LINC02327,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
15978,Source-provided gene/feature label; no independent ontology verification.,LINC02328,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
15979,Source-provided gene/feature label; no independent ontology verification.,LINC02329,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
15980,Source-provided gene/feature label; no independent ontology verification.,LINC02330,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
15981,Source-provided gene/feature label; no independent ontology verification.,LINC02331,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
15982,Source-provided gene/feature label; no independent ontology verification.,LINC02332,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
15983,Source-provided gene/feature label; no independent ontology verification.,LINC02333,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
15984,Source-provided gene/feature label; no independent ontology verification.,LINC02334,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
15985,Source-provided gene/feature label; no independent ontology verification.,LINC02335,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
15986,Source-provided gene/feature label; no independent ontology verification.,LINC02336,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
15987,Source-provided gene/feature label; no independent ontology verification.,LINC02337,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
15988,Source-provided gene/feature label; no independent ontology verification.,LINC02338,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
15989,Source-provided gene/feature label; no independent ontology verification.,LINC02339,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
15990,Source-provided gene/feature label; no independent ontology verification.,LINC02341,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
15991,Source-provided gene/feature label; no independent ontology verification.,LINC02342,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
15992,Source-provided gene/feature label; no independent ontology verification.,LINC02343,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
15993,Source-provided gene/feature label; no independent ontology verification.,LINC02344,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
15994,Source-provided gene/feature label; no independent ontology verification.,LINC02345,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
15995,Source-provided gene/feature label; no independent ontology verification.,LINC02346,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
15996,Source-provided gene/feature label; no independent ontology verification.,LINC02347,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
15997,Source-provided gene/feature label; no independent ontology verification.,LINC02348,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
15998,Source-provided gene/feature label; no independent ontology verification.,LINC02349,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
15999,Source-provided gene/feature label; no independent ontology verification.,LINC02350,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
16000,Source-provided gene/feature label; no independent ontology verification.,LINC02351,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
16001,Source-provided gene/feature label; no independent ontology verification.,LINC02352,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
16002,Source-provided gene/feature label; no independent ontology verification.,LINC02353,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
16003,Source-provided gene/feature label; no independent ontology verification.,LINC02354,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
16004,Source-provided gene/feature label; no independent ontology verification.,LINC02355,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
16005,Source-provided gene/feature label; no independent ontology verification.,LINC02356,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
16006,Source-provided gene/feature label; no independent ontology verification.,LINC02357,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
16007,Source-provided gene/feature label; no independent ontology verification.,LINC02358,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
16008,Source-provided gene/feature label; no independent ontology verification.,LINC02359,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
16009,Source-provided gene/feature label; no independent ontology verification.,LINC02360,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
16010,Source-provided gene/feature label; no independent ontology verification.,LINC02361,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
16011,Source-provided gene/feature label; no independent ontology verification.,LINC02362,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
16012,Source-provided gene/feature label; no independent ontology verification.,LINC02363,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
16013,Source-provided gene/feature label; no independent ontology verification.,LINC02364,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
16014,Source-provided gene/feature label; no independent ontology verification.,LINC02365,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
16015,Source-provided gene/feature label; no independent ontology verification.,LINC02366,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
16016,Source-provided gene/feature label; no independent ontology verification.,LINC02367,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
16017,Source-provided gene/feature label; no independent ontology verification.,LINC02368,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
16018,Source-provided gene/feature label; no independent ontology verification.,LINC02369,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
16019,Source-provided gene/feature label; no independent ontology verification.,LINC02370,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
16020,Source-provided gene/feature label; no independent ontology verification.,LINC02371,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
16021,Source-provided gene/feature label; no independent ontology verification.,LINC02372,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
16022,Source-provided gene/feature label; no independent ontology verification.,LINC02373,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
16023,Source-provided gene/feature label; no independent ontology verification.,LINC02374,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
16024,Source-provided gene/feature label; no independent ontology verification.,LINC02375,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
16025,Source-provided gene/feature label; no independent ontology verification.,LINC02376,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
16026,Source-provided gene/feature label; no independent ontology verification.,LINC02377,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
16027,Source-provided gene/feature label; no independent ontology verification.,LINC02378,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
16028,Source-provided gene/feature label; no independent ontology verification.,LINC02379,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
16029,Source-provided gene/feature label; no independent ontology verification.,LINC02380,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
16030,Source-provided gene/feature label; no independent ontology verification.,LINC02381,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
16031,Source-provided gene/feature label; no independent ontology verification.,LINC02382,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
16032,Source-provided gene/feature label; no independent ontology verification.,LINC02383,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
16033,Source-provided gene/feature label; no independent ontology verification.,LINC02384,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
16034,Source-provided gene/feature label; no independent ontology verification.,LINC02385,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
16035,Source-provided gene/feature label; no independent ontology verification.,LINC02386,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
16036,Source-provided gene/feature label; no independent ontology verification.,LINC02387,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
16037,Source-provided gene/feature label; no independent ontology verification.,LINC02388,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
16038,Source-provided gene/feature label; no independent ontology verification.,LINC02389,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
16039,Source-provided gene/feature label; no independent ontology verification.,LINC02390,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
16040,Source-provided gene/feature label; no independent ontology verification.,LINC02391,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
16041,Source-provided gene/feature label; no independent ontology verification.,LINC02392,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
16042,Source-provided gene/feature label; no independent ontology verification.,LINC02393,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
16043,Source-provided gene/feature label; no independent ontology verification.,LINC02394,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
16044,Source-provided gene/feature label; no independent ontology verification.,LINC02395,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
16045,Source-provided gene/feature label; no independent ontology verification.,LINC02396,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
16046,Source-provided gene/feature label; no independent ontology verification.,LINC02397,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
16047,Source-provided gene/feature label; no independent ontology verification.,LINC02398,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
16048,Source-provided gene/feature label; no independent ontology verification.,LINC02399,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
16049,Source-provided gene/feature label; no independent ontology verification.,LINC02400,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
16050,Source-provided gene/feature label; no independent ontology verification.,LINC02401,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
16051,Source-provided gene/feature label; no independent ontology verification.,LINC02402,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
16052,Source-provided gene/feature label; no independent ontology verification.,LINC02403,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
16053,Source-provided gene/feature label; no independent ontology verification.,LINC02404,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
16054,Source-provided gene/feature label; no independent ontology verification.,LINC02405,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
16055,Source-provided gene/feature label; no independent ontology verification.,LINC02406,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
16056,Source-provided gene/feature label; no independent ontology verification.,LINC02408,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
16057,Source-provided gene/feature label; no independent ontology verification.,LINC02409,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
16058,Source-provided gene/feature label; no independent ontology verification.,LINC02410,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
16059,Source-provided gene/feature label; no independent ontology verification.,LINC02411,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
16060,Source-provided gene/feature label; no independent ontology verification.,LINC02412,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
16061,Source-provided gene/feature label; no independent ontology verification.,LINC02413,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
16062,Source-provided gene/feature label; no independent ontology verification.,LINC02414,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
16063,Source-provided gene/feature label; no independent ontology verification.,LINC02415,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
16064,Source-provided gene/feature label; no independent ontology verification.,LINC02416,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
16065,Source-provided gene/feature label; no independent ontology verification.,LINC02417,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
16066,Source-provided gene/feature label; no independent ontology verification.,LINC02418,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
16067,Source-provided gene/feature label; no independent ontology verification.,LINC02419,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
16068,Source-provided gene/feature label; no independent ontology verification.,LINC02420,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
16069,Source-provided gene/feature label; no independent ontology verification.,LINC02421,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
16070,Source-provided gene/feature label; no independent ontology verification.,LINC02422,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
16071,Source-provided gene/feature label; no independent ontology verification.,LINC02423,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
16072,Source-provided gene/feature label; no independent ontology verification.,LINC02424,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
16073,Source-provided gene/feature label; no independent ontology verification.,LINC02425,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
16074,Source-provided gene/feature label; no independent ontology verification.,LINC02426,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
16075,Source-provided gene/feature label; no independent ontology verification.,LINC02427,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
16076,Source-provided gene/feature label; no independent ontology verification.,LINC02428,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
16077,Source-provided gene/feature label; no independent ontology verification.,LINC02429,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
16078,Source-provided gene/feature label; no independent ontology verification.,LINC02430,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
16079,Source-provided gene/feature label; no independent ontology verification.,LINC02431,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
16080,Source-provided gene/feature label; no independent ontology verification.,LINC02432,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
16081,Source-provided gene/feature label; no independent ontology verification.,LINC02433,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
16082,Source-provided gene/feature label; no independent ontology verification.,LINC02434,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
16083,Source-provided gene/feature label; no independent ontology verification.,LINC02435,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
16084,Source-provided gene/feature label; no independent ontology verification.,LINC02436,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
16085,Source-provided gene/feature label; no independent ontology verification.,LINC02437,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
16086,Source-provided gene/feature label; no independent ontology verification.,LINC02438,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
16087,Source-provided gene/feature label; no independent ontology verification.,LINC02439,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
16088,Source-provided gene/feature label; no independent ontology verification.,LINC02440,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
16089,Source-provided gene/feature label; no independent ontology verification.,LINC02441,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
16090,Source-provided gene/feature label; no independent ontology verification.,LINC02442,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
16091,Source-provided gene/feature label; no independent ontology verification.,LINC02443,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
16092,Source-provided gene/feature label; no independent ontology verification.,LINC02444,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
16093,Source-provided gene/feature label; no independent ontology verification.,LINC02445,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
