Entry	Entry Name	Reviewed	Gene Names (primary)	Gene Names	Protein names	Organism (ID)	Keyword ID	Gene Ontology IDs
A0ACI8UCI7	A0ACI8UCI7_HUMAN	unreviewed	CSF3	CSF3	Granulocyte colony-stimulating factor	9606	KW-0202; KW-1015; KW-0325; KW-0339; KW-1267; KW-1185; KW-0964; KW-0732	
A0ACI8UFS3	A0ACI8UFS3_HUMAN	unreviewed	IL18	IL18	Interleukin-18 (Interferon gamma-inducing factor) (Interleukin-1 gamma)	9606	KW-0202; KW-0963; KW-1267; KW-1185; KW-0964	
A0ACI8UG56	A0ACI8UG56_HUMAN	unreviewed	IL18	IL18	Interleukin-18 (Interferon gamma-inducing factor) (Interleukin-1 gamma)	9606	KW-0202; KW-0963; KW-1267; KW-1185; KW-0964	
A0ACI8UH50	A0ACI8UH50_HUMAN	unreviewed	TNFSF12	TNFSF12	Tumor necrosis factor ligand superfamily member 12 (TNF-related weak inducer of apoptosis)	9606	KW-0037; KW-0053; KW-1003; KW-0165; KW-0202; KW-0217; KW-0221; KW-1015; KW-0325; KW-0472; KW-1267; KW-1185; KW-0964; KW-0735; KW-0812; KW-1133	
A0ACI8V0L4	A0ACI8V0L4_HUMAN	unreviewed	CSF1	CSF1	Macrophage colony-stimulating factor 1 (Proteoglycan macrophage colony-stimulating factor)	9606	KW-1003; KW-0202; KW-1015; KW-0325; KW-0339; KW-0391; KW-0395; KW-0399; KW-0472; KW-0654; KW-1267; KW-1185; KW-0964; KW-0732; KW-0812; KW-1133	
A0ACI8V298	A0ACI8V298_HUMAN	unreviewed	IL7	IL7	Interleukin-7	9606	KW-0202; KW-1015; KW-0325; KW-0339; KW-1185; KW-0964; KW-0732	
A0ACI8VHC5	A0ACI8VHC5_HUMAN	unreviewed	NAMPT	NAMPT	Nicotinamide phosphoribosyltransferase (NAmPRTase) (EC 2.4.2.12)	9606	KW-0007; KW-0090; KW-0202; KW-0963; KW-0328; KW-0539; KW-0597; KW-1267; KW-0662; KW-1185; KW-0964; KW-0808	
A0ACI8VIV8	A0ACI8VIV8_HUMAN	unreviewed	TNFSF10	TNFSF10	Tumor necrosis factor ligand superfamily member 10 (TNF-related apoptosis-inducing ligand)	9606	KW-0053; KW-1003; KW-0202; KW-0472; KW-0479; KW-0597; KW-1267; KW-1185; KW-0964; KW-0735; KW-0812; KW-1133; KW-0862	
A0N0N7	A0N0N7_HUMAN	unreviewed	CX3CL1	CX3CL1 hCG_15105	Chemokine (C-X3-C motif) ligand 1	9606	KW-0145; KW-0202; KW-1015; KW-0395; KW-0472; KW-0964; KW-0732; KW-0812; KW-1133	GO:0005576; GO:0005886; GO:0006955; GO:0008009; GO:0009986; GO:0031737; GO:0043005; GO:0043025
A0N0Q3	A0N0Q3_HUMAN	unreviewed	CCL28	CCL28 hCG_36937	C-C motif chemokine	9606	KW-0145; KW-0202; KW-1015; KW-0964; KW-0732	GO:0005576; GO:0006955; GO:0007584; GO:0008009
A0N0R1	A0N0R1_HUMAN	unreviewed	CCL3	CCL3 hCG_1749202	C-C motif chemokine	9606	KW-0145; KW-0202; KW-1015; KW-0964; KW-0732	GO:0005576; GO:0006955; GO:0008009
A0PK23	A0PK23_HUMAN	unreviewed	GDF6	GDF6	GDF6 protein	9606	KW-0165; KW-0202; KW-0217; KW-1015; KW-0325; KW-0339; KW-0964; KW-0732	GO:0005576; GO:0007178; GO:0045597; GO:0048513; GO:0048731; GO:0090100
A1L1B5	A1L1B5_HUMAN	unreviewed	BMP6	BMP6	BMP6 protein	9606	KW-0891; KW-0202; KW-1015; KW-0325; KW-0339; KW-0892; KW-0964; KW-0732	GO:0005576; GO:0008083; GO:0009888; GO:0030509; GO:0042127; GO:0048468; GO:0051094; GO:0060391; GO:0070700
A1Z2K1	A1Z2K1_HUMAN	unreviewed			Interleukin-4 (B-cell stimulatory factor 1) (Lymphocyte stimulatory factor 1)	9606	KW-0075; KW-0202; KW-1015; KW-0325; KW-0339; KW-0964; KW-0732	GO:0005136; GO:0005576; GO:0006955; GO:0008083; GO:0010628; GO:0030335; GO:0045321; GO:0051239
A4FU96	A4FU96_HUMAN	unreviewed	BMP6	BMP6	BMP6 protein	9606	KW-0891; KW-0202; KW-1015; KW-0325; KW-0339; KW-0892; KW-0964; KW-0732	GO:0005576; GO:0008083; GO:0009888; GO:0030509; GO:0042127; GO:0048468; GO:0051094; GO:0060391; GO:0070700
A4FU97	A4FU97_HUMAN	unreviewed	BMP6	BMP6	BMP6 protein	9606	KW-0891; KW-0202; KW-1015; KW-0325; KW-0339; KW-0892; KW-0964; KW-0732	GO:0005576; GO:0008083; GO:0009888; GO:0030509; GO:0042127; GO:0048468; GO:0051094; GO:0060391; GO:0070700
A8K3F7	A8K3F7_HUMAN	unreviewed	IL11	IL11 hCG_37996	Interleukin-11	9606	KW-0202; KW-0339; KW-0964; KW-0732	GO:0005125; GO:0005142; GO:0005576; GO:0005737; GO:0008284
A8K3U3	A8K3U3_HUMAN	unreviewed			Protein K-12	9606	KW-1003; KW-1015; KW-0325; KW-0472; KW-0964; KW-0732; KW-0812; KW-1133	GO:0005125; GO:0005576; GO:0005886; GO:0006955
A8K673	A8K673_HUMAN	unreviewed			Interleukin-7 (IL-7)	9606	KW-0202; KW-1015; KW-0325; KW-0339; KW-0964; KW-0732	GO:0005125; GO:0005139; GO:0005576; GO:0006955; GO:0008083
A8K694	A8K694_HUMAN	unreviewed			cDNA FLJ78712, highly similar to Homo sapiens bone morphogenetic protein 5 (BMP5), mRNA	9606	KW-0891; KW-0202; KW-1015; KW-0325; KW-0339; KW-0892; KW-0964; KW-0732	GO:0005576; GO:0008083; GO:0009888; GO:0030509; GO:0042127; GO:0048468; GO:0051094; GO:0060391; GO:0070700
A8YQE4	A8YQE4_HUMAN	unreviewed	IFNG	IFNG	Interferon gamma (IFN-gamma)	9606	KW-0051; KW-0202; KW-0325; KW-0341; KW-0873; KW-0964; KW-0732	GO:0001774; GO:0005125; GO:0005133; GO:0005576; GO:0045785; GO:0060333
B2R4J7	B2R4J7_HUMAN	unreviewed			C-X-C motif chemokine	9606	KW-0145; KW-0202; KW-1015; KW-0964; KW-0732	GO:0005576; GO:0006952; GO:0006955; GO:0008009
B2R5J8	B2R5J8_HUMAN	unreviewed			C-C motif chemokine	9606	KW-0145; KW-0202; KW-1015; KW-0395; KW-0964; KW-0732	GO:0005576; GO:0006955; GO:0008009
B2RA14	B2RA14_HUMAN	unreviewed			cDNA, FLJ94653, highly similar to Homo sapiens tumor necrosis factor (ligand) superfamily, member 9 (TNFSF9), mRNA	9606	KW-0202; KW-0472; KW-0812; KW-1133	GO:0005164; GO:0006955; GO:0007154; GO:0016020; GO:0023052
B2RWM4	B2RWM4_HUMAN	unreviewed	CCL27	CCL27 ALP CTACK CTAK ESKINE ILC PESKY	CCL27 protein	9606	KW-0202; KW-1015; KW-0964; KW-0732	GO:0005576; GO:0006955; GO:0008009
B3KR02	B3KR02_HUMAN	unreviewed		hCG_2045906	HCG2045906, isoform CRA_c (cDNA FLJ33379 fis, clone BRACE2006397, highly similar to Tumor necrosis factor ligand superfamily member 13)	9606	KW-0202; KW-1015; KW-0325; KW-0472; KW-0964; KW-0812; KW-1133	GO:0005164; GO:0005576; GO:0006955; GO:0007154; GO:0016020; GO:0023052
B3KY62	B3KY62_HUMAN	unreviewed	IL16	IL16	Pro-interleukin-16 [Cleaved into: Interleukin-16 (IL-16) (Lymphocyte chemoattractant factor) (LCF)]	9606	KW-0145; KW-0202; KW-0963; KW-0539; KW-0677; KW-0964; KW-0804; KW-0805	GO:0005125; GO:0005576; GO:0005634; GO:0005737; GO:0050930
B4DJI2	B4DJI2_HUMAN	unreviewed			Progranulin (Acrogranin) (Proepithelin)	9606	KW-0202; KW-1015; KW-0325; KW-0458; KW-0677; KW-0964; KW-0732	GO:0005576; GO:0005764; GO:0050793; GO:0051130; GO:0051649
B4DNQ5	B4DNQ5_HUMAN	unreviewed			Interleukin-6	9606	KW-0011; KW-0202; KW-1015; KW-0339; KW-0964	GO:0005125; GO:0005138; GO:0005576; GO:0006955; GO:0030154; GO:0051240
B4DNV3	B4DNV3_HUMAN	unreviewed			Interleukin-6	9606	KW-0011; KW-0202; KW-1015; KW-0339; KW-0964	GO:0005125; GO:0005138; GO:0005576; GO:0006955; GO:0030154; GO:0051240
B4DNY7	B4DNY7_HUMAN	unreviewed			Granulocyte colony-stimulating factor	9606	KW-0964; KW-0732	GO:0005125; GO:0005576; GO:0006955; GO:0045639
B4DUF7	B4DUF7_HUMAN	unreviewed			cDNA FLJ51307, highly similar to Bone morphogenetic protein 6	9606	KW-0891; KW-0202; KW-1015; KW-0325; KW-0339; KW-0892; KW-0964; KW-0732	GO:0005576; GO:0008083; GO:0009888; GO:0030509; GO:0042127; GO:0048468; GO:0051094; GO:0060391; GO:0070700
B4DVM1	B4DVM1_HUMAN	unreviewed			Interleukin-6	9606	KW-0011; KW-0202; KW-1015; KW-0339; KW-0964; KW-0732	GO:0005125; GO:0005138; GO:0005576; GO:0006955; GO:0030154; GO:0051240
B4DXG3	B4DXG3_HUMAN	unreviewed			Growth/differentiation factor 9	9606	KW-0165; KW-0202; KW-1015; KW-0325; KW-0339; KW-0597; KW-0964; KW-0732	GO:0005576; GO:0007292; GO:0008083
B5BUQ5	B5BUQ5_HUMAN	unreviewed	IFNB1	IFNB1	Interferon beta	9606	KW-0051; KW-0202; KW-1015; KW-0325; KW-0964; KW-0732	GO:0002683; GO:0005126; GO:0005576; GO:0006952; GO:0006955; GO:0007165; GO:0045321; GO:0051241; GO:0071359; GO:0098586
B5BUQ7	B5BUQ7_HUMAN	unreviewed	OSM	OSM	Oncostatin M	9606	KW-0202; KW-1015; KW-0964; KW-0732	GO:0005125; GO:0005147; GO:0005576; GO:0006955; GO:0010646; GO:0023051; GO:0038165
B5BUQ8	B5BUQ8_HUMAN	unreviewed	IL1B	IL1B	Multifunctional fusion protein [Includes: Interleukin-1; Interleukin-1 beta]	9606	KW-0202; KW-0963; KW-0395; KW-0458; KW-0497; KW-0666; KW-0964	GO:0001660; GO:0005125; GO:0005149; GO:0005576; GO:0005764; GO:0005829; GO:0006955; GO:1903530
B5MC14	B5MC14_HUMAN	unreviewed	IL6	IL6	Interleukin-6	9606	KW-0011; KW-0202; KW-1015; KW-0339; KW-1267; KW-1185; KW-0964; KW-0732	GO:0005125; GO:0005138; GO:0005576; GO:0006955; GO:0030154; GO:0051240
B5MC21	B5MC21_HUMAN	unreviewed	IL6	IL6	Interleukin-6	9606	KW-0011; KW-0202; KW-1015; KW-0339; KW-1267; KW-1185; KW-0964	GO:0005125; GO:0005138; GO:0005576; GO:0006955; GO:0030154; GO:0051240
B5MCX1	B5MCX1_HUMAN	unreviewed	OSM	OSM	Oncostatin M	9606	KW-0202; KW-1015; KW-1267; KW-1185; KW-0964; KW-0732	GO:0005125; GO:0005147; GO:0005576; GO:0006955; GO:0010646; GO:0023051; GO:0038165
B7Z8M3	B7Z8M3_HUMAN	unreviewed	IL16	IL16	Pro-interleukin-16 [Cleaved into: Interleukin-16 (IL-16) (Lymphocyte chemoattractant factor) (LCF)]	9606	KW-0145; KW-0202; KW-0963; KW-0539; KW-0677; KW-0964; KW-0804; KW-0805	GO:0005125; GO:0005576; GO:0005634; GO:0005737; GO:0050930
B7ZLY4	B7ZLY4_HUMAN	unreviewed	FLT3LG	FLT3LG	Fms-related tyrosine kinase 3 ligand (SL cytokine)	9606	KW-1003; KW-0202; KW-1015; KW-0325; KW-0472; KW-0964; KW-0732; KW-0812; KW-1133	GO:0005102; GO:0005125; GO:0005576; GO:0005886; GO:0008284; GO:0030183; GO:0097028
B7ZW36	B7ZW36_HUMAN	unreviewed	LOC728835	LOC728835	C-C motif chemokine	9606	KW-0145; KW-0202; KW-1015; KW-0964; KW-0732	GO:0005576; GO:0006955; GO:0008009
C9J4T6	C9J4T6_HUMAN	unreviewed	CXCL8	CXCL8	C-X-C motif chemokine	9606	KW-0145; KW-0202; KW-1015; KW-0395; KW-1267; KW-1185; KW-0964; KW-0732	GO:0005576; GO:0006952; GO:0006955; GO:0008009
C9J5B0	C9J5B0_HUMAN	unreviewed	IL6	IL6	Interleukin-6	9606	KW-0011; KW-0202; KW-1015; KW-0339; KW-1267; KW-1185; KW-0964; KW-0732	GO:0005125; GO:0005138; GO:0005576; GO:0006955; GO:0030154; GO:0051240
C9JDZ7	C9JDZ7_HUMAN	unreviewed	CCL25	CCL25	C-C motif chemokine 25 (Chemokine TECK) (Small-inducible cytokine A25) (Thymus-expressed chemokine)	9606	KW-0145; KW-0202; KW-1015; KW-0395; KW-1267; KW-1185; KW-0964; KW-0732	GO:0005576; GO:0006955; GO:0008009
C9JF68	C9JF68_HUMAN	unreviewed	TNFSF13	TNFSF13	TNF superfamily member 13	9606	KW-0202; KW-1015; KW-0325; KW-0472; KW-1185; KW-0964; KW-0812; KW-1133	GO:0005164; GO:0005576; GO:0006955; GO:0007154; GO:0016020; GO:0023052
C9JFN2	C9JFN2_HUMAN	unreviewed	TNFSF13	TNFSF13	TNF superfamily member 13	9606	KW-0202; KW-1015; KW-0325; KW-0472; KW-1267; KW-1185; KW-0964; KW-0812; KW-1133	GO:0005164; GO:0005576; GO:0006955; GO:0007154; GO:0016020; GO:0023052
C9JQP9	C9JQP9_HUMAN	unreviewed	IL5	IL5	Interleukin-5 (Eosinophil differentiation factor)	9606	KW-0202; KW-1015; KW-0325; KW-0339; KW-1185; KW-0964; KW-0732	GO:0005125; GO:0005137; GO:0005576; GO:0006955; GO:0008083
C9JTH1	C9JTH1_HUMAN	unreviewed	IL36RN	IL36RN	Interleukin-1	9606	KW-1267; KW-1185; KW-0964	GO:0005125; GO:0005149; GO:0005576; GO:0006954; GO:0006955
D0EYG7	D0EYG7_HUMAN	unreviewed	IL7	IL7	Interleukin-7	9606	KW-0202; KW-1015; KW-0325; KW-0339; KW-0964; KW-0732	GO:0005139; GO:0005576; GO:0006955; GO:0008083
D6RC73	D6RC73_HUMAN	unreviewed	CCL28	CCL28	C-C motif chemokine ligand 28	9606	KW-0202; KW-1015; KW-1267; KW-1185; KW-0964; KW-0732	GO:0005576; GO:0006955; GO:0008009
D6RF92	D6RF92_HUMAN	unreviewed	CXCL6	CXCL6	C-X-C motif chemokine	9606	KW-0145; KW-0202; KW-1015; KW-1267; KW-1185; KW-0964; KW-0732	GO:0005576; GO:0006952; GO:0006955; GO:0008009
D7RVA3	D7RVA3_HUMAN	unreviewed	CSF3	CSF3	Granulocyte colony-stimulating factor	9606	KW-0964	GO:0005125; GO:0005576; GO:0006955; GO:0045639
E9PJA2	E9PJA2_HUMAN	unreviewed	CSF1	CSF1	Macrophage colony-stimulating factor 1 (Proteoglycan macrophage colony-stimulating factor)	9606	KW-1003; KW-0202; KW-1015; KW-0325; KW-0339; KW-0391; KW-0395; KW-0399; KW-0472; KW-0654; KW-1267; KW-1185; KW-0964; KW-0732; KW-0812; KW-1133	GO:0002684; GO:0005125; GO:0005576; GO:0005886; GO:0008083; GO:0030316; GO:0030335; GO:0042802
E9PKP4	E9PKP4_HUMAN	unreviewed	CSF1	CSF1	Macrophage colony-stimulating factor 1 (Proteoglycan macrophage colony-stimulating factor)	9606	KW-1003; KW-0202; KW-1015; KW-0325; KW-0339; KW-0391; KW-0395; KW-0399; KW-0472; KW-0654; KW-1267; KW-1185; KW-0964; KW-0732; KW-0812; KW-1133	GO:0002684; GO:0005125; GO:0005576; GO:0005886; GO:0008083; GO:0030316; GO:0030335; GO:0042802
E9PQ08	E9PQ08_HUMAN	unreviewed	CSF1	CSF1	Macrophage colony-stimulating factor 1 (Proteoglycan macrophage colony-stimulating factor)	9606	KW-1003; KW-0202; KW-1015; KW-0325; KW-0339; KW-0391; KW-0395; KW-0399; KW-0472; KW-0654; KW-1267; KW-1185; KW-0964; KW-0732; KW-0812; KW-1133	GO:0002684; GO:0005125; GO:0005576; GO:0005886; GO:0008083; GO:0030316; GO:0030335; GO:0042802
F1JZ09	F1JZ09_HUMAN	unreviewed			Mutant IL-17F	9606	KW-0202; KW-1015; KW-0325; KW-0395; KW-0964; KW-0732	GO:0005125; GO:0005576; GO:0006954; GO:0097400; GO:1903557; GO:2000340
F6MF51	F6MF51_HUMAN	unreviewed			Macrophage colony-stimulating factor 1 (Proteoglycan macrophage colony-stimulating factor)	9606	KW-1003; KW-0202; KW-1015; KW-0325; KW-0339; KW-0391; KW-0395; KW-0399; KW-0472; KW-0654; KW-0964; KW-0732; KW-0812; KW-1133	GO:0002684; GO:0005125; GO:0005576; GO:0005886; GO:0008083; GO:0030316; GO:0030335; GO:0042802
F6U4X5	F6U4X5_HUMAN	unreviewed	IL7	IL7	Interleukin-7	9606	KW-0202; KW-1015; KW-0325; KW-0339; KW-1267; KW-1185; KW-0964; KW-0732	
F6V1T2	F6V1T2_HUMAN	unreviewed	CSF3	CSF3	Granulocyte colony-stimulating factor	9606	KW-0202; KW-1015; KW-0325; KW-0339; KW-1267; KW-1185; KW-0964; KW-0732	
F6X5E6	F6X5E6_HUMAN	unreviewed	CD40LG	CD40LG	CD40 ligand (CD40-L) (Tumor necrosis factor ligand superfamily member 5)	9606	KW-1003; KW-0202; KW-1015; KW-0325; KW-0472; KW-1267; KW-1185; KW-0964; KW-0735; KW-0812; KW-1133	
F8W6L1	F8W6L1_HUMAN	unreviewed	THPO	THPO	Thrombopoietin	9606	KW-0202; KW-1015; KW-0325; KW-0372; KW-1185; KW-0964; KW-0732	GO:0005125; GO:0005179; GO:0005576; GO:0008283
H0YI30	H0YI30_HUMAN	unreviewed	GDF11	GDF11	Growth/differentiation factor 11 (Bone morphogenetic protein 11)	9606	KW-0165; KW-0202; KW-1015; KW-0325; KW-0339; KW-1267; KW-1185; KW-0964; KW-0732	GO:0005102; GO:0005576; GO:0008083
H0YLL1	H0YLL1_HUMAN	unreviewed	IL16	IL16	Interleukin 16	9606	KW-0963; KW-0539; KW-0597; KW-1267; KW-1185; KW-0677; KW-0964	GO:0005125; GO:0005576; GO:0005829; GO:0016607; GO:0050930
H3BSR6	H3BSR6_HUMAN	unreviewed	CX3CL1	CX3CL1	C-X3-C motif chemokine ligand 1	9606	KW-0145; KW-0202; KW-1015; KW-0395; KW-0472; KW-1267; KW-1185; KW-0964; KW-0732; KW-0812; KW-1133	GO:0005576; GO:0005886; GO:0006955; GO:0008009
I3L333	I3L333_HUMAN	unreviewed	CXCL16	CXCL16	C-X-C motif chemokine 16 (Transmembrane chemokine CXCL16)	9606	KW-0145; KW-0202; KW-1015; KW-0325; KW-0472; KW-1267; KW-1185; KW-0732; KW-0812; KW-1133	GO:0005041; GO:0005044; GO:0006898; GO:0008009; GO:0016020; GO:0030307; GO:0030335; GO:0034341; GO:0034612; GO:0048247
I7GGY3	I7GGY3_HUMAN	unreviewed	IL16	IL16	Pro-interleukin-16 [Cleaved into: Interleukin-16 (IL-16) (Lymphocyte chemoattractant factor) (LCF)]	9606	KW-0145; KW-0202; KW-0963; KW-0539; KW-0597; KW-0677; KW-0964; KW-0804; KW-0805	GO:0002376; GO:0005102; GO:0005125; GO:0005576; GO:0005634; GO:0005737; GO:0050930
J3KSN0	J3KSN0_HUMAN	unreviewed	SECTM1	SECTM1	Protein K-12	9606	KW-1003; KW-1015; KW-0325; KW-0472; KW-1267; KW-1185; KW-0964; KW-0732; KW-0812; KW-1133	GO:0005125; GO:0005576; GO:0005886; GO:0006955
J3KTH8	J3KTH8_HUMAN	unreviewed	CSF3	CSF3	Granulocyte colony-stimulating factor	9606	KW-1267; KW-1185; KW-0964; KW-0732	GO:0005125; GO:0005576; GO:0006955; GO:0045639
J3KTR4	J3KTR4_HUMAN	unreviewed	SECTM1	SECTM1	Protein K-12	9606	KW-1003; KW-1015; KW-0325; KW-0472; KW-1267; KW-1185; KW-0964; KW-0732; KW-0812; KW-1133	GO:0005125; GO:0005576; GO:0005886; GO:0006955
J3QKK2	J3QKK2_HUMAN	unreviewed	SECTM1	SECTM1	Protein K-12	9606	KW-1003; KW-1015; KW-0325; KW-0472; KW-1267; KW-1185; KW-0964; KW-0732; KW-0812; KW-1133	GO:0005125; GO:0005576; GO:0005886; GO:0006955
J3QQT3	J3QQT3_HUMAN	unreviewed	IL34	IL34	Interleukin-34	9606	KW-0202; KW-0325; KW-0339; KW-0391; KW-0395; KW-0399; KW-1267; KW-1185; KW-0964; KW-0732	GO:0005157; GO:0005576; GO:0008284; GO:0010720; GO:0051240; GO:2000026
J3QQU6	J3QQU6_HUMAN	unreviewed	SECTM1	SECTM1	Protein K-12	9606	KW-1003; KW-1015; KW-0325; KW-0472; KW-1267; KW-1185; KW-0964; KW-0732; KW-0812; KW-1133	GO:0005125; GO:0005576; GO:0005886; GO:0006955
J3QRA1	J3QRA1_HUMAN	unreviewed	CX3CL1	CX3CL1	C-X3-C motif chemokine ligand 1	9606	KW-0145; KW-0202; KW-1015; KW-0395; KW-0472; KW-1267; KW-1185; KW-0964; KW-0732; KW-0812; KW-1133	GO:0005576; GO:0005886; GO:0006955; GO:0008009
J3QRX2	J3QRX2_HUMAN	unreviewed	CSF3	CSF3	Granulocyte colony-stimulating factor	9606	KW-1267; KW-1185; KW-0964; KW-0732	GO:0005125; GO:0005576; GO:0006955; GO:0045639
K7EJ28	K7EJ28_HUMAN	unreviewed	TNFSF13	TNFSF13	TNF superfamily member 13	9606	KW-0202; KW-1015; KW-0325; KW-1185; KW-0964	GO:0005164; GO:0005576; GO:0006955; GO:0007154; GO:0016020; GO:0023052
K9M1I8	K9M1I8_HUMAN	unreviewed	IFNL4	IFNL4	Uncharacterized protein	9606	KW-0051; KW-0202; KW-1015; KW-0964; KW-0732	GO:0005125; GO:0005576; GO:0007259; GO:0050778; GO:0051607
Q05BE6	Q05BE6_HUMAN	unreviewed	IL16	IL16	Pro-interleukin-16 [Cleaved into: Interleukin-16 (IL-16) (Lymphocyte chemoattractant factor) (LCF)]	9606	KW-0145; KW-0202; KW-0963; KW-0539; KW-0677; KW-0964; KW-0804; KW-0805	GO:0005125; GO:0005576; GO:0005634; GO:0005737; GO:0050930
Q08AK2	Q08AK2_HUMAN	unreviewed	CCL25	CCL25	C-C motif chemokine 25 (Chemokine TECK) (Small-inducible cytokine A25) (Thymus-expressed chemokine)	9606	KW-0145; KW-0202; KW-1015; KW-0395; KW-0964; KW-0732	GO:0005576; GO:0006955; GO:0008009
Q14609	Q14609_HUMAN	unreviewed			Interferon gamma (IFN-gamma)	9606	KW-0051; KW-0202; KW-0325; KW-0341; KW-0873; KW-0964	GO:0001774; GO:0005125; GO:0005133; GO:0005576; GO:0045785; GO:0060333
Q14610	Q14610_HUMAN	unreviewed			Interferon gamma (IFN-gamma)	9606	KW-0051; KW-0202; KW-0325; KW-0341; KW-0873; KW-0964	GO:0001774; GO:0005125; GO:0005133; GO:0005576; GO:0045785; GO:0060333
Q14611	Q14611_HUMAN	unreviewed			Interferon gamma (IFN-gamma)	9606	KW-0051; KW-0202; KW-0325; KW-0341; KW-0873; KW-0964	GO:0001774; GO:0005125; GO:0005133; GO:0005576; GO:0045785; GO:0060333
Q14612	Q14612_HUMAN	unreviewed			Interferon gamma (IFN-gamma)	9606	KW-0051; KW-0202; KW-0325; KW-0341; KW-0873; KW-0964	GO:0001774; GO:0005125; GO:0005133; GO:0005576; GO:0045785; GO:0060333
Q14613	Q14613_HUMAN	unreviewed			Interferon gamma (IFN-gamma)	9606	KW-0051; KW-0202; KW-0325; KW-0341; KW-0873; KW-0964	GO:0001774; GO:0005125; GO:0005133; GO:0005576; GO:0045785; GO:0060333
Q14614	Q14614_HUMAN	unreviewed			Interferon gamma (IFN-gamma)	9606	KW-0051; KW-0202; KW-0325; KW-0341; KW-0873; KW-0964	GO:0001774; GO:0005125; GO:0005133; GO:0005576; GO:0045785; GO:0060333
Q14615	Q14615_HUMAN	unreviewed			Interferon gamma (IFN-gamma)	9606	KW-0051; KW-0202; KW-0325; KW-0341; KW-0873; KW-0964	GO:0001774; GO:0005125; GO:0005133; GO:0005576; GO:0045785; GO:0060333
Q14745	Q14745_HUMAN	unreviewed			C-C motif chemokine	9606	KW-0145; KW-0202; KW-1015; KW-0964; KW-0732	GO:0005576; GO:0006955; GO:0008009
Q15943	Q15943_HUMAN	unreviewed			Interferon beta	9606	KW-0051; KW-0202; KW-1015; KW-0325; KW-0964; KW-0732	GO:0002683; GO:0005126; GO:0005576; GO:0006952; GO:0006955; GO:0007165; GO:0045321; GO:0051241; GO:0071359; GO:0098586
Q16334	Q16334_HUMAN	unreviewed	IL-2	IL-2 IL2	Interleukin-2 (IL-2)	9606	KW-1064; KW-0202; KW-1015; KW-0325; KW-0339; KW-0391; KW-0964; KW-0732	GO:0005125; GO:0005134; GO:0005576; GO:0006955; GO:0008083; GO:0042102; GO:0045621
Q309Q7	Q309Q7_HUMAN	unreviewed	IL2	IL2	Interleukin-2 (IL-2)	9606	KW-1064; KW-0202; KW-1015; KW-0325; KW-0339; KW-0391; KW-0964; KW-0732	GO:0005125; GO:0005134; GO:0005576; GO:0006955; GO:0008083; GO:0042102; GO:0045621
Q45NE4	Q45NE4_HUMAN	unreviewed	LTA	LTA	Lymphotoxin-alpha (LT-alpha) (TNF-beta) (Tumor necrosis factor ligand superfamily member 1)	9606	KW-0202; KW-0325; KW-0472; KW-0964; KW-0732	GO:0005125; GO:0005164; GO:0005576; GO:0006959; GO:0016020
Q45NE5	Q45NE5_HUMAN	unreviewed	LTA	LTA	Lymphotoxin-alpha (LT-alpha) (TNF-beta) (Tumor necrosis factor ligand superfamily member 1)	9606	KW-0202; KW-0325; KW-0472; KW-0964; KW-0732	GO:0005125; GO:0005164; GO:0005576; GO:0006959; GO:0016020
Q45NE6	Q45NE6_HUMAN	unreviewed	LTA	LTA	Lymphotoxin-alpha (LT-alpha) (TNF-beta) (Tumor necrosis factor ligand superfamily member 1)	9606	KW-0202; KW-0325; KW-0472; KW-0964; KW-0732	GO:0005125; GO:0005164; GO:0005576; GO:0006959; GO:0016020
Q45NE9	Q45NE9_HUMAN	unreviewed	LTA	LTA	Lymphotoxin-alpha (LT-alpha) (TNF-beta) (Tumor necrosis factor ligand superfamily member 1)	9606	KW-0202; KW-0325; KW-0472; KW-0964; KW-0732	GO:0005125; GO:0005164; GO:0005576; GO:0006959; GO:0016020
Q4JCQ2	Q4JCQ2_HUMAN	unreviewed	BMP6	BMP6	BMP6 protein	9606	KW-0891; KW-0202; KW-1015; KW-0325; KW-0339; KW-0892; KW-0964; KW-0732	GO:0005576; GO:0008083; GO:0009888; GO:0030509; GO:0042127; GO:0048468; GO:0051094; GO:0060391; GO:0070700
Q4VB50	Q4VB50_HUMAN	unreviewed	IL13	IL13	Interleukin-13	9606	KW-0202; KW-1015; KW-0325; KW-0964; KW-0732	GO:0005126; GO:0005576; GO:0006955; GO:0042116; GO:1903660; GO:2000352
Q4VBA3	Q4VBA3_HUMAN	unreviewed	BMP6	BMP6	BMP6 protein	9606	KW-0891; KW-0202; KW-1015; KW-0325; KW-0339; KW-0892; KW-0964; KW-0732	GO:0005576; GO:0008083; GO:0009888; GO:0030509; GO:0042127; GO:0048468; GO:0051094; GO:0060391; GO:0070700
Q52M88	Q52M88_HUMAN	unreviewed	TNFSF8	TNFSF8 TNLG3A hCG_29853	Tumor necrosis factor ligand superfamily member 8 (CD30 ligand)	9606	KW-0202; KW-1015; KW-0325; KW-0472; KW-0735; KW-0812; KW-1133	GO:0005164; GO:0006955; GO:0007154; GO:0016020; GO:0023052
Q53G27	Q53G27_HUMAN	unreviewed			Protein K-12	9606	KW-1003; KW-1015; KW-0325; KW-0472; KW-0964; KW-0732; KW-0812; KW-1133	GO:0005125; GO:0005576; GO:0005886; GO:0006955
