change_id,record_type,record_id,previous_version,new_version,change_type,old_record,new_record
DELTA_e0b5243189fec48a,prior_parameters,PRIOR_XRE-A11_temporal,0.1.0,0.2.0,added,,"{""assertion_id"":""XRE-A11"",""availability"":""unavailable"",""calibration_status"":""uncalibrated"",""distribution"":""unavailable"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":0,""parameter_family"":""temporal"",""parameters"":""{}"",""prior_id"":""PRIOR_XRE-A11_temporal"",""rationale"":""Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.""}"
DELTA_e11487f5b89aa3e2,prior_parameters,PRIOR_XCI-A05_magnitude,0.1.0,0.2.0,added,,"{""assertion_id"":""XCI-A05"",""availability"":""unavailable"",""calibration_status"":""uncalibrated"",""distribution"":""unavailable"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":0,""parameter_family"":""magnitude"",""parameters"":""{}"",""prior_id"":""PRIOR_XCI-A05_magnitude"",""rationale"":""Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.""}"
DELTA_e1153988c9feb395,prior_parameters,PRIOR_XCI-A09_magnitude,0.1.0,0.2.0,added,,"{""assertion_id"":""XCI-A09"",""availability"":""unavailable"",""calibration_status"":""uncalibrated"",""distribution"":""unavailable"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":0,""parameter_family"":""magnitude"",""parameters"":""{}"",""prior_id"":""PRIOR_XCI-A09_magnitude"",""rationale"":""Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.""}"
DELTA_e1d15988559b2462,evidence_instances,EV_XCI-A03,0.1.0,0.2.0,added,,"{""assertion_id"":""XCI-A03"",""causal_directness"":""Antisense perturbation; no direct receptor knockout."",""cohort_id"":""XCI-CO01"",""effect_size"":""unavailable"",""effect_unit"":""unavailable"",""evidence_id"":""EV_XCI-A03"",""evidence_relation"":""supports"",""evidence_summary"":""ICAM1 suppression reduced viable eosinophils in GM-CSF-treated cultures compared with cytokine and sense-control cultures."",""extraction_lane"":""cytokine_expansion"",""limitations"":""Antisense with sense control and target-protein validation; no rescue, direct CSF2 receptor knockout or unique-donor uncertainty reported. ICAM1 is not asserted to bind CSF2 directly."",""null_adequacy"":""not_applicable"",""qc_status"":""reviewed_extraction"",""source_id"":""XCI-S01"",""source_locator"":""PMC4465562_survival.txt: Methods ICAM1 inhibition; Figure5 target-expression validation; Results and Figure7A; culture/viability Methods also open01.json"",""tested_hypothesis"":""ICAM1 antisense treatment reduces eosinophil viability at 48 h in the presence of CSF2."",""uncertainty"":""Donor/replicate basis for Figure7 not recovered.""}"
DELTA_e1e321cb2f692114,prior_parameters,PRIOR_XCH_A011_protein_availability,0.1.0,0.2.0,added,,"{""assertion_id"":""XCH_A011"",""availability"":""unavailable"",""calibration_status"":""uncalibrated"",""distribution"":""unavailable"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":0,""parameter_family"":""protein_availability"",""parameters"":""{}"",""prior_id"":""PRIOR_XCH_A011_protein_availability"",""rationale"":""Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.""}"
DELTA_e23db0eb6da1294a,prior_parameters,PRIOR_XRE-A09_expression,0.1.0,0.2.0,added,,"{""assertion_id"":""XRE-A09"",""availability"":""unavailable"",""calibration_status"":""uncalibrated"",""distribution"":""unavailable"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":0,""parameter_family"":""expression"",""parameters"":""{}"",""prior_id"":""PRIOR_XRE-A09_expression"",""rationale"":""Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.""}"
DELTA_e2accbb5fc25d45f,prior_parameters,PRIOR_XCI-A12_temporal,0.1.0,0.2.0,added,,"{""assertion_id"":""XCI-A12"",""availability"":""unavailable"",""calibration_status"":""uncalibrated"",""distribution"":""unavailable"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":0,""parameter_family"":""temporal"",""parameters"":""{}"",""prior_id"":""PRIOR_XCI-A12_temporal"",""rationale"":""Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.""}"
DELTA_e3301a4e8dcf7319,prior_parameters,PRIOR_XRE-A14_temporal,0.1.0,0.2.0,added,,"{""assertion_id"":""XRE-A14"",""availability"":""unavailable"",""calibration_status"":""uncalibrated"",""distribution"":""unavailable"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":0,""parameter_family"":""temporal"",""parameters"":""{}"",""prior_id"":""PRIOR_XRE-A14_temporal"",""rationale"":""Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.""}"
DELTA_e348a2bb4bad5370,edge_assertions,XRE-A15,0.1.0,0.2.0,added,,"{""assertion_id"":""XRE-A15"",""candidate_path"":""unavailable"",""context_id"":""CTX_5c12473148e01941"",""contradiction_group"":""unavailable"",""direction"":""increase"",""evidence_tier"":""P2"",""measurement"":""protein_activity"",""object_id"":""ENT_b6b197268fb81725"",""predicate"":""increases_Y693_phosphorylation"",""qualitative_confidence"":""moderate"",""status"":""reviewed"",""subject_id"":""ENT_fc4758f5b656a1c2""}"
DELTA_e3a1fd8137246943,prior_parameters,PRIOR_XCH_A014_temporal,0.1.0,0.2.0,added,,"{""assertion_id"":""XCH_A014"",""availability"":""withheld"",""calibration_status"":""uncalibrated"",""distribution"":""unavailable"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":0,""parameter_family"":""temporal"",""parameters"":""{}"",""prior_id"":""PRIOR_XCH_A014_temporal"",""rationale"":""Contested/incomplete extraction withheld.""}"
DELTA_e3bce67dd3d51682,prior_parameters,PRIOR_XCI-A14_context_specific,0.1.0,0.2.0,added,,"{""assertion_id"":""XCI-A14"",""availability"":""available"",""calibration_status"":""uncalibrated"",""distribution"":""categorical_annotation"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":0,""parameter_family"":""context_specific"",""parameters"":""{\""context_id\"":\""CTX_42c581d04851ea78\""}"",""prior_id"":""PRIOR_XCI-A14_context_specific"",""rationale"":""Observed annotation only, no numeric distribution inferred.""}"
DELTA_e436c29977aaf85a,prior_parameters,PRIOR_XRE-A18_expression,0.1.0,0.2.0,added,,"{""assertion_id"":""XRE-A18"",""availability"":""unavailable"",""calibration_status"":""uncalibrated"",""distribution"":""unavailable"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":0,""parameter_family"":""expression"",""parameters"":""{}"",""prior_id"":""PRIOR_XRE-A18_expression"",""rationale"":""Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.""}"
DELTA_e49b8f4ea744b355,source_registry,XCH_S007,0.1.0,0.2.0,added,,"{""access_level"":""full_text_chrome_selected_passages"",""authors"":""Jonathan M Viney; David P Andrew; Rhian M Phillips; Andrea Meiser; Pallavi Patel; Melissa Lennartz-Walker; David J Cousins; Nicholas P Barton; David A Hall; James E Pease"",""doi"":""10.4049/jimmunol.1300232"",""duplicate_of"":""unavailable"",""ingestion_status"":""extracted"",""notes"":""Full Experimental Procedures and relevant Results/Figures1,3 inspected. Separate human Hut78 line and primary cultured human Th2 assays. Murine L1.2 receptor-transfectant chemotaxis, binding and mutation experiments are not imported into human-primary assertions."",""pmid"":""24563252"",""retrieved_at"":""2026-09-13 17:54:22 UTC"",""snapshot_path"":""research/chemokine_expansion/snapshots/Viney2014_chrome.txt"",""snapshot_sha256"":""98a580bc653e9a6d9acac0b081287f7389b81732f331e7118620965fc550a101"",""source_id"":""XCH_S007"",""source_type"":""primary_study"",""species"":""Homo sapiens"",""title"":""Distinct conformations of the chemokine receptor CCR4 with implications for its targeting in allergy"",""url"":""https://pmc.ncbi.nlm.nih.gov/articles/PMC3965571/"",""version"":""PMC author manuscript EMS56397, available2014-10-01; final-edited citation2014-02-21"",""year"":""2014""}"
DELTA_e50cbd51dea6f620,prior_parameters,PRIOR_XCI-A20_effect_class,0.1.0,0.2.0,added,,"{""assertion_id"":""XCI-A20"",""availability"":""available"",""calibration_status"":""uncalibrated"",""distribution"":""categorical_annotation"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":0,""parameter_family"":""effect_class"",""parameters"":""{\""observed_direction\"":\""null\""}"",""prior_id"":""PRIOR_XCI-A20_effect_class"",""rationale"":""Observed annotation only, no numeric distribution inferred.""}"
DELTA_e542d0bcaf924332,evidence_instances,EV_XRE-A04,0.1.0,0.2.0,added,,"{""assertion_id"":""XRE-A04"",""causal_directness"":""Direct recorded assay contrast only; no unmeasured molecular transition inferred."",""cohort_id"":""XRE-CO01"",""effect_size"":""unavailable"",""effect_unit"":""unavailable"",""evidence_id"":""EV_XRE-A04"",""evidence_relation"":""inconclusive"",""evidence_summary"":""Gamma-chain neutralization did not inhibit IL13-induced STAT6 DNA-binding activity in the retained monocyte arm."",""extraction_lane"":""receptor_expansion"",""limitations"":""Ordinary null under one blockade condition cannot prove absolute gamma-chain independence or complete receptor composition."",""null_adequacy"":""No equivalence bound or adequate absence precision reported; ordinary null is inconclusive."",""qc_status"":""reviewed_extraction"",""source_id"":""XRE-S01"",""source_locator"":""xre_search2.json: Figure 5C and following Results"",""tested_hypothesis"":""Gamma-chain blockade reduces IL13-induced monocyte STAT6 DNA-binding activity."",""uncertainty"":""Figure5C replicate count unavailable. Donor-level numerical precision unavailable.""}"
DELTA_e56f263eb292b13c,prior_parameters,PRIOR_XCI-A12_human_transportability,0.1.0,0.2.0,added,,"{""assertion_id"":""XCI-A12"",""availability"":""unavailable"",""calibration_status"":""uncalibrated"",""distribution"":""unavailable"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":0,""parameter_family"":""human_transportability"",""parameters"":""{}"",""prior_id"":""PRIOR_XCI-A12_human_transportability"",""rationale"":""Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.""}"
DELTA_e585a62860c734e8,prior_parameters,PRIOR_XCH_A021_human_transportability,0.1.0,0.2.0,added,,"{""assertion_id"":""XCH_A021"",""availability"":""unavailable"",""calibration_status"":""uncalibrated"",""distribution"":""unavailable"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":0,""parameter_family"":""human_transportability"",""parameters"":""{}"",""prior_id"":""PRIOR_XCH_A021_human_transportability"",""rationale"":""Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.""}"
DELTA_e5d7591afe9e529e,prior_parameters,PRIOR_XCH_A020_context_specific,0.1.0,0.2.0,added,,"{""assertion_id"":""XCH_A020"",""availability"":""available"",""calibration_status"":""uncalibrated"",""distribution"":""categorical_annotation"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":1,""parameter_family"":""context_specific"",""parameters"":""{\""context_id\"":\""CTX_50d660bf700414d0\""}"",""prior_id"":""PRIOR_XCH_A020_context_specific"",""rationale"":""Observed annotation only, no numeric distribution inferred.""}"
DELTA_e647c6d0f52ddbbb,evidence_instances,EV_XCH_A026,0.1.0,0.2.0,added,,"{""assertion_id"":""XCH_A026"",""causal_directness"":""Direct ligand perturbation and migration endpoint; primary-PBL receptor blockade not performed in this experiment."",""cohort_id"":""XCH_CO014"",""effect_size"":""unavailable"",""effect_unit"":""unavailable"",""evidence_id"":""EV_XCH_A026"",""evidence_relation"":""inconclusive"",""evidence_summary"":""No CXCL10 migration response was observed in freshly isolated PBL in this assay."",""extraction_lane"":""chemokine_expansion"",""limitations"":""No unique donor count, donor matching, subset-resolved response, numerical effect estimate or precision extracted. Fresh-preparation nonresponse is not equivalence or a universal resting-cell property. Figure3 receptor RNA and receptor-transfectant experiments cannot establish surface abundance or receptor dependence in these PBL."",""null_adequacy"":""unavailable"",""qc_status"":""reviewed_extraction"",""source_id"":""XCH_S008"",""source_locator"":""Loetscher1996 Methods Chemotaxis printedp964 lines97–106; Figure4 and Results printedp967 lines314–317,348–353; XCH_S008_Loetscher1996_selected_primary.json."",""tested_hypothesis"":""CXCL10 increases human PBL chemotaxis in the recorded cell-preparation context"",""uncertainty"":""unavailable""}"
DELTA_e6a36463806c61a9,prior_parameters,PRIOR_XRE-A19_magnitude,0.1.0,0.2.0,added,,"{""assertion_id"":""XRE-A19"",""availability"":""unavailable"",""calibration_status"":""uncalibrated"",""distribution"":""unavailable"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":0,""parameter_family"":""magnitude"",""parameters"":""{}"",""prior_id"":""PRIOR_XRE-A19_magnitude"",""rationale"":""Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.""}"
DELTA_e6a5387c1747e2c3,prior_parameters,PRIOR_XCI-A18_human_transportability,0.1.0,0.2.0,added,,"{""assertion_id"":""XCI-A18"",""availability"":""unavailable"",""calibration_status"":""uncalibrated"",""distribution"":""unavailable"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":0,""parameter_family"":""human_transportability"",""parameters"":""{}"",""prior_id"":""PRIOR_XCI-A18_human_transportability"",""rationale"":""Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.""}"
DELTA_e72154ccecf0902a,prior_parameters,PRIOR_XRE-A02_context_specific,0.1.0,0.2.0,added,,"{""assertion_id"":""XRE-A02"",""availability"":""available"",""calibration_status"":""uncalibrated"",""distribution"":""categorical_annotation"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":0,""parameter_family"":""context_specific"",""parameters"":""{\""context_id\"":\""CTX_76a808f3a7dad884\""}"",""prior_id"":""PRIOR_XRE-A02_context_specific"",""rationale"":""Observed annotation only, no numeric distribution inferred.""}"
DELTA_e75e6e0cb3a57ca1,prior_parameters,PRIOR_XCH_A017_context_specific,0.1.0,0.2.0,added,,"{""assertion_id"":""XCH_A017"",""availability"":""withheld"",""calibration_status"":""uncalibrated"",""distribution"":""unavailable"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":0,""parameter_family"":""context_specific"",""parameters"":""{}"",""prior_id"":""PRIOR_XCH_A017_context_specific"",""rationale"":""Contested/incomplete extraction withheld.""}"
DELTA_e794db0b0fc11caa,prior_parameters,PRIOR_XCH_A006_direction,0.1.0,0.2.0,added,,"{""assertion_id"":""XCH_A006"",""availability"":""available"",""calibration_status"":""uncalibrated"",""distribution"":""Dirichlet"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":1,""parameter_family"":""direction"",""parameters"":""{\""alpha\"":[2.0,1.0,1.0],\""categories\"":[\""increase\"",\""decrease\"",\""other\""]}"",""prior_id"":""PRIOR_XCH_A006_direction"",""rationale"":""Direction uncertainty is separate from existence and from effect magnitude.""}"
DELTA_e7fbe02f37318716,prior_parameters,PRIOR_XRE-A11_context_specific,0.1.0,0.2.0,added,,"{""assertion_id"":""XRE-A11"",""availability"":""available"",""calibration_status"":""uncalibrated"",""distribution"":""categorical_annotation"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":0,""parameter_family"":""context_specific"",""parameters"":""{\""context_id\"":\""CTX_51eaf1c568a5d64b\""}"",""prior_id"":""PRIOR_XRE-A11_context_specific"",""rationale"":""Observed annotation only, no numeric distribution inferred.""}"
DELTA_e86419a16a1e9f29,prior_parameters,PRIOR_XCH_A022_context_specific,0.1.0,0.2.0,added,,"{""assertion_id"":""XCH_A022"",""availability"":""available"",""calibration_status"":""uncalibrated"",""distribution"":""categorical_annotation"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":1,""parameter_family"":""context_specific"",""parameters"":""{\""context_id\"":\""CTX_25328b0ef00f8fc7\""}"",""prior_id"":""PRIOR_XCH_A022_context_specific"",""rationale"":""Observed annotation only, no numeric distribution inferred.""}"
DELTA_e8cf33c5db39d757,prior_parameters,PRIOR_XCH_A001_genetic_modifier,0.1.0,0.2.0,added,,"{""assertion_id"":""XCH_A001"",""availability"":""unavailable"",""calibration_status"":""uncalibrated"",""distribution"":""unavailable"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":0,""parameter_family"":""genetic_modifier"",""parameters"":""{}"",""prior_id"":""PRIOR_XCH_A001_genetic_modifier"",""rationale"":""Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.""}"
DELTA_e90a5699f650dde9,prior_parameters,PRIOR_XCH_A012_effect_class,0.1.0,0.2.0,added,,"{""assertion_id"":""XCH_A012"",""availability"":""withheld"",""calibration_status"":""uncalibrated"",""distribution"":""unavailable"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":0,""parameter_family"":""effect_class"",""parameters"":""{}"",""prior_id"":""PRIOR_XCH_A012_effect_class"",""rationale"":""Contested/incomplete extraction withheld.""}"
DELTA_e90b8557303a784f,prior_parameters,PRIOR_XRE-A08_context_specific,0.1.0,0.2.0,added,,"{""assertion_id"":""XRE-A08"",""availability"":""available"",""calibration_status"":""uncalibrated"",""distribution"":""categorical_annotation"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":1,""parameter_family"":""context_specific"",""parameters"":""{\""context_id\"":\""CTX_652915df3b2edcdf\""}"",""prior_id"":""PRIOR_XRE-A08_context_specific"",""rationale"":""Observed annotation only, no numeric distribution inferred.""}"
DELTA_e92cc3a7dd58e696,prior_parameters,PRIOR_XCH_A012_existence,0.1.0,0.2.0,added,,"{""assertion_id"":""XCH_A012"",""availability"":""withheld"",""calibration_status"":""uncalibrated"",""distribution"":""unavailable"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":0,""parameter_family"":""existence"",""parameters"":""{}"",""prior_id"":""PRIOR_XCH_A012_existence"",""rationale"":""Contested/incomplete extraction withheld.""}"
DELTA_e96a2f7107892d92,prior_parameters,PRIOR_XRE-A13_genetic_modifier,0.1.0,0.2.0,added,,"{""assertion_id"":""XRE-A13"",""availability"":""unavailable"",""calibration_status"":""uncalibrated"",""distribution"":""unavailable"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":0,""parameter_family"":""genetic_modifier"",""parameters"":""{}"",""prior_id"":""PRIOR_XRE-A13_genetic_modifier"",""rationale"":""Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.""}"
DELTA_e9d382d4298dc18d,prior_parameters,PRIOR_XRE-A19_genetic_modifier,0.1.0,0.2.0,added,,"{""assertion_id"":""XRE-A19"",""availability"":""unavailable"",""calibration_status"":""uncalibrated"",""distribution"":""unavailable"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":0,""parameter_family"":""genetic_modifier"",""parameters"":""{}"",""prior_id"":""PRIOR_XRE-A19_genetic_modifier"",""rationale"":""Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.""}"
DELTA_ea28cf837d43f65d,prior_parameters,PRIOR_XCH_A013_protein_availability,0.1.0,0.2.0,added,,"{""assertion_id"":""XCH_A013"",""availability"":""withheld"",""calibration_status"":""uncalibrated"",""distribution"":""unavailable"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":0,""parameter_family"":""protein_availability"",""parameters"":""{}"",""prior_id"":""PRIOR_XCH_A013_protein_availability"",""rationale"":""Contested/incomplete extraction withheld.""}"
DELTA_ea8839e8f03c5e9d,prior_parameters,PRIOR_P_A08_temporal,0.1.0,0.2.0,modified,"{""assertion_id"":""P_A08"",""availability"":""withheld"",""calibration_status"":""uncalibrated"",""distribution"":""unavailable"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":0,""parameter_family"":""temporal"",""parameters"":""{}"",""prior_id"":""PRIOR_P_A08_temporal"",""rationale"":""Contested/incomplete extraction withheld.""}","{""assertion_id"":""P_A08"",""availability"":""unavailable"",""calibration_status"":""uncalibrated"",""distribution"":""unavailable"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":0,""parameter_family"":""temporal"",""parameters"":""{}"",""prior_id"":""PRIOR_P_A08_temporal"",""rationale"":""Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.""}"
DELTA_ea93c0a27ce7a496,prior_parameters,PRIOR_C-A19_human_transportability,0.1.0,0.2.0,modified,"{""assertion_id"":""C-A19"",""availability"":""withheld"",""calibration_status"":""uncalibrated"",""distribution"":""unavailable"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":0,""parameter_family"":""human_transportability"",""parameters"":""{}"",""prior_id"":""PRIOR_C-A19_human_transportability"",""rationale"":""Contested/incomplete extraction withheld.""}","{""assertion_id"":""C-A19"",""availability"":""unavailable"",""calibration_status"":""uncalibrated"",""distribution"":""unavailable"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":0,""parameter_family"":""human_transportability"",""parameters"":""{}"",""prior_id"":""PRIOR_C-A19_human_transportability"",""rationale"":""Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.""}"
DELTA_eaa235607ce1e0f2,prior_parameters,PRIOR_XRE-A20_genetic_modifier,0.1.0,0.2.0,added,,"{""assertion_id"":""XRE-A20"",""availability"":""unavailable"",""calibration_status"":""uncalibrated"",""distribution"":""unavailable"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":0,""parameter_family"":""genetic_modifier"",""parameters"":""{}"",""prior_id"":""PRIOR_XRE-A20_genetic_modifier"",""rationale"":""Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.""}"
DELTA_eabec10acc34cc18,edge_assertions,XRE-A09,0.1.0,0.2.0,added,,"{""assertion_id"":""XRE-A09"",""candidate_path"":""unavailable"",""context_id"":""CTX_8ca93c7e7cad3abd"",""contradiction_group"":""unavailable"",""direction"":""association"",""evidence_tier"":""P1"",""measurement"":""binding"",""object_id"":""ENT_009c23f45be889f8"",""predicate"":""binds_recombinant_receptor_Ig"",""qualitative_confidence"":""moderate"",""status"":""reviewed"",""subject_id"":""ENT_ecf9d0347d09d670""}"
DELTA_ead2fa933fd13823,prior_parameters,PRIOR_XRE-A08_expression,0.1.0,0.2.0,added,,"{""assertion_id"":""XRE-A08"",""availability"":""unavailable"",""calibration_status"":""uncalibrated"",""distribution"":""unavailable"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":0,""parameter_family"":""expression"",""parameters"":""{}"",""prior_id"":""PRIOR_XRE-A08_expression"",""rationale"":""Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.""}"
DELTA_eae1ec08ccfb76be,edge_assertions,XCI-A20,0.1.0,0.2.0,added,,"{""assertion_id"":""XCI-A20"",""candidate_path"":""unavailable"",""context_id"":""CTX_49d955ca81644dfb"",""contradiction_group"":""XCI-CONTEXT-IL17A-DOSE"",""direction"":""null"",""evidence_tier"":""P2"",""measurement"":""secreted_protein"",""object_id"":""ENT_abc5db839413b6aa"",""predicate"":""does_not_significantly_increase_release_at_low_dose"",""qualitative_confidence"":""moderate"",""status"":""reviewed"",""subject_id"":""ENT_1c7bf29d33b68948""}"
DELTA_eb584ac2b281993a,prior_parameters,PRIOR_XCH_A007_magnitude,0.1.0,0.2.0,added,,"{""assertion_id"":""XCH_A007"",""availability"":""unavailable"",""calibration_status"":""uncalibrated"",""distribution"":""unavailable"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":0,""parameter_family"":""magnitude"",""parameters"":""{}"",""prior_id"":""PRIOR_XCH_A007_magnitude"",""rationale"":""Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.""}"
DELTA_ebe3cd00431c8e19,prior_parameters,PRIOR_XCH_A017_magnitude,0.1.0,0.2.0,added,,"{""assertion_id"":""XCH_A017"",""availability"":""withheld"",""calibration_status"":""uncalibrated"",""distribution"":""unavailable"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":0,""parameter_family"":""magnitude"",""parameters"":""{}"",""prior_id"":""PRIOR_XCH_A017_magnitude"",""rationale"":""Contested/incomplete extraction withheld.""}"
DELTA_ec06143d8d71c9b2,prior_parameters,PRIOR_XCH_A006_effect_class,0.1.0,0.2.0,added,,"{""assertion_id"":""XCH_A006"",""availability"":""available"",""calibration_status"":""uncalibrated"",""distribution"":""categorical_annotation"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":1,""parameter_family"":""effect_class"",""parameters"":""{\""observed_direction\"":\""increase\""}"",""prior_id"":""PRIOR_XCH_A006_effect_class"",""rationale"":""Observed annotation only, no numeric distribution inferred.""}"
DELTA_ec19785bbff382f4,evidence_instances,EV_XRE-A13,0.1.0,0.2.0,added,,"{""assertion_id"":""XRE-A13"",""causal_directness"":""Direct recorded assay contrast only; no unmeasured molecular transition inferred."",""cohort_id"":""XRE-CO04"",""effect_size"":""unavailable"",""effect_unit"":""unavailable"",""evidence_id"":""EV_XRE-A13"",""evidence_relation"":""supports"",""evidence_summary"":""Anti-VEGF immunoadsorption removed the migration activity of the VEGFA165 preparation relative to preimmune-serum control."",""extraction_lane"":""receptor_expansion"",""limitations"":""Ligand-depletion contrast supports ligand contribution; does not establish which receptor mediates migration or claim absolute receptor-independent absence."",""null_adequacy"":""not_applicable"",""qc_status"":""reviewed_extraction"",""source_id"":""XRE-S04"",""source_locator"":""root_search3.json: Chemotaxis Methods; Figure 1A caption and Results"",""tested_hypothesis"":""Anti-VEGF immunoadsorption reduces VEGFA165-associated human monocyte migration relative to preimmune-serum control."",""uncertainty"":""Figure1A immunoadsorption assay replicate count unavailable. Donor-level numerical precision unavailable.""}"
DELTA_ec4198a204b260c4,prior_parameters,PRIOR_XRE-A06_protein_availability,0.1.0,0.2.0,added,,"{""assertion_id"":""XRE-A06"",""availability"":""unavailable"",""calibration_status"":""uncalibrated"",""distribution"":""unavailable"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":0,""parameter_family"":""protein_availability"",""parameters"":""{}"",""prior_id"":""PRIOR_XRE-A06_protein_availability"",""rationale"":""Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.""}"
DELTA_ecfacc6d8a8961fe,prior_parameters,PRIOR_XCH_A013_direction,0.1.0,0.2.0,added,,"{""assertion_id"":""XCH_A013"",""availability"":""withheld"",""calibration_status"":""uncalibrated"",""distribution"":""unavailable"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":0,""parameter_family"":""direction"",""parameters"":""{}"",""prior_id"":""PRIOR_XCH_A013_direction"",""rationale"":""Contested/incomplete extraction withheld.""}"
DELTA_edab88a9ccc130d2,prior_parameters,PRIOR_XCH_A024_human_transportability,0.1.0,0.2.0,added,,"{""assertion_id"":""XCH_A024"",""availability"":""unavailable"",""calibration_status"":""uncalibrated"",""distribution"":""unavailable"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":0,""parameter_family"":""human_transportability"",""parameters"":""{}"",""prior_id"":""PRIOR_XCH_A024_human_transportability"",""rationale"":""Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.""}"
DELTA_ede7c9c2420692e2,prior_parameters,PRIOR_XRE-A10_effect_class,0.1.0,0.2.0,added,,"{""assertion_id"":""XRE-A10"",""availability"":""available"",""calibration_status"":""uncalibrated"",""distribution"":""categorical_annotation"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":0,""parameter_family"":""effect_class"",""parameters"":""{\""observed_direction\"":\""no_detectable_change\""}"",""prior_id"":""PRIOR_XRE-A10_effect_class"",""rationale"":""Observed annotation only, no numeric distribution inferred.""}"
