prior_id,assertion_id,parameter_family,distribution,parameters,estimate,estimate_without_journal,independent_groups,calibration_status,availability,rationale
PRIOR_G-A007_genetic_modifier,G-A007,genetic_modifier,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A007_human_transportability,G-A007,human_transportability,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A007_magnitude,G-A007,magnitude,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A007_protein_availability,G-A007,protein_availability,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A007_temporal,G-A007,temporal,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A008_context_specific,G-A008,context_specific,categorical_annotation,"{""context_id"":""CTX_9cb8e83add8a2819""}",,,1,uncalibrated,available,"Observed annotation only, no numeric distribution inferred."
PRIOR_G-A008_direction,G-A008,direction,Dirichlet,"{""alpha"":[3.0,1.0,1.0],""categories"":[""increase"",""decrease"",""other""]}",,,1,uncalibrated,available,Direction uncertainty is separate from existence and from effect magnitude.
PRIOR_G-A008_effect_class,G-A008,effect_class,categorical_annotation,"{""observed_direction"":""increase""}",,,1,uncalibrated,available,"Observed annotation only, no numeric distribution inferred."
PRIOR_G-A008_existence,G-A008,existence,Beta,"{""alpha"":3.0,""beta"":1.0}",0.75,0.75,1,uncalibrated,available,"Tier/access/confidence weights, biological cohort cap; not calibrated probability of truth."
PRIOR_G-A008_expression,G-A008,expression,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A008_genetic_modifier,G-A008,genetic_modifier,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A008_human_transportability,G-A008,human_transportability,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A008_magnitude,G-A008,magnitude,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A008_protein_availability,G-A008,protein_availability,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A008_temporal,G-A008,temporal,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A009_context_specific,G-A009,context_specific,categorical_annotation,"{""context_id"":""CTX_4f993ef7c92b8077""}",,,1,uncalibrated,available,"Observed annotation only, no numeric distribution inferred."
PRIOR_G-A009_direction,G-A009,direction,Dirichlet,"{""alpha"":[1.0,3.0,1.0],""categories"":[""increase"",""decrease"",""other""]}",,,1,uncalibrated,available,Direction uncertainty is separate from existence and from effect magnitude.
PRIOR_G-A009_effect_class,G-A009,effect_class,categorical_annotation,"{""observed_direction"":""decrease""}",,,1,uncalibrated,available,"Observed annotation only, no numeric distribution inferred."
PRIOR_G-A009_existence,G-A009,existence,Beta,"{""alpha"":3.0,""beta"":1.0}",0.75,0.75,1,uncalibrated,available,"Tier/access/confidence weights, biological cohort cap; not calibrated probability of truth."
PRIOR_G-A009_expression,G-A009,expression,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A009_genetic_modifier,G-A009,genetic_modifier,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A009_human_transportability,G-A009,human_transportability,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A009_magnitude,G-A009,magnitude,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A009_protein_availability,G-A009,protein_availability,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A009_temporal,G-A009,temporal,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A010_context_specific,G-A010,context_specific,categorical_annotation,"{""context_id"":""CTX_3134732bc8052fc1""}",,,0,uncalibrated,available,"Observed annotation only, no numeric distribution inferred."
PRIOR_G-A010_direction,G-A010,direction,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A010_effect_class,G-A010,effect_class,categorical_annotation,"{""observed_direction"":""null""}",,,0,uncalibrated,available,"Observed annotation only, no numeric distribution inferred."
PRIOR_G-A010_existence,G-A010,existence,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A010_expression,G-A010,expression,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A010_genetic_modifier,G-A010,genetic_modifier,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A010_human_transportability,G-A010,human_transportability,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A010_magnitude,G-A010,magnitude,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A010_protein_availability,G-A010,protein_availability,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A010_temporal,G-A010,temporal,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A011_context_specific,G-A011,context_specific,categorical_annotation,"{""context_id"":""CTX_f084ceabfafbb9bf""}",,,1,uncalibrated,available,"Observed annotation only, no numeric distribution inferred."
PRIOR_G-A011_direction,G-A011,direction,Dirichlet,"{""alpha"":[2.0,1.0,1.0],""categories"":[""increase"",""decrease"",""other""]}",,,1,uncalibrated,available,Direction uncertainty is separate from existence and from effect magnitude.
PRIOR_G-A011_effect_class,G-A011,effect_class,categorical_annotation,"{""observed_direction"":""increase""}",,,1,uncalibrated,available,"Observed annotation only, no numeric distribution inferred."
PRIOR_G-A011_existence,G-A011,existence,Beta,"{""alpha"":2.0,""beta"":1.0}",0.6666666666666666,0.6666666666666666,1,uncalibrated,available,"Tier/access/confidence weights, biological cohort cap; not calibrated probability of truth."
PRIOR_G-A011_expression,G-A011,expression,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A011_genetic_modifier,G-A011,genetic_modifier,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A011_human_transportability,G-A011,human_transportability,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A011_magnitude,G-A011,magnitude,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A011_protein_availability,G-A011,protein_availability,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A011_temporal,G-A011,temporal,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A012_context_specific,G-A012,context_specific,categorical_annotation,"{""context_id"":""CTX_bde6c84fe6d47fe3""}",,,1,uncalibrated,available,"Observed annotation only, no numeric distribution inferred."
PRIOR_G-A012_direction,G-A012,direction,Dirichlet,"{""alpha"":[1.0,1.0,2.0],""categories"":[""increase"",""decrease"",""other""]}",,,1,uncalibrated,available,Direction uncertainty is separate from existence and from effect magnitude.
PRIOR_G-A012_effect_class,G-A012,effect_class,categorical_annotation,"{""observed_direction"":""association""}",,,1,uncalibrated,available,"Observed annotation only, no numeric distribution inferred."
PRIOR_G-A012_existence,G-A012,existence,Beta,"{""alpha"":2.0,""beta"":1.0}",0.6666666666666666,0.6666666666666666,1,uncalibrated,available,"Tier/access/confidence weights, biological cohort cap; not calibrated probability of truth."
PRIOR_G-A012_expression,G-A012,expression,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A012_genetic_modifier,G-A012,genetic_modifier,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A012_human_transportability,G-A012,human_transportability,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A012_magnitude,G-A012,magnitude,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A012_protein_availability,G-A012,protein_availability,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A012_temporal,G-A012,temporal,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A013_context_specific,G-A013,context_specific,categorical_annotation,"{""context_id"":""CTX_49ec2e87da99aa79""}",,,1,uncalibrated,available,"Observed annotation only, no numeric distribution inferred."
PRIOR_G-A013_direction,G-A013,direction,Dirichlet,"{""alpha"":[1.0,1.5,1.0],""categories"":[""increase"",""decrease"",""other""]}",,,1,uncalibrated,available,Direction uncertainty is separate from existence and from effect magnitude.
PRIOR_G-A013_effect_class,G-A013,effect_class,categorical_annotation,"{""observed_direction"":""decrease""}",,,1,uncalibrated,available,"Observed annotation only, no numeric distribution inferred."
PRIOR_G-A013_existence,G-A013,existence,Beta,"{""alpha"":1.5,""beta"":1.0}",0.6,0.6,1,uncalibrated,available,"Tier/access/confidence weights, biological cohort cap; not calibrated probability of truth."
PRIOR_G-A013_expression,G-A013,expression,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A013_genetic_modifier,G-A013,genetic_modifier,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A013_human_transportability,G-A013,human_transportability,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A013_magnitude,G-A013,magnitude,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A013_protein_availability,G-A013,protein_availability,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A013_temporal,G-A013,temporal,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A014_context_specific,G-A014,context_specific,categorical_annotation,"{""context_id"":""CTX_9ab3419a34684c47""}",,,1,uncalibrated,available,"Observed annotation only, no numeric distribution inferred."
PRIOR_G-A014_direction,G-A014,direction,Dirichlet,"{""alpha"":[1.5,1.0,1.0],""categories"":[""increase"",""decrease"",""other""]}",,,1,uncalibrated,available,Direction uncertainty is separate from existence and from effect magnitude.
PRIOR_G-A014_effect_class,G-A014,effect_class,categorical_annotation,"{""observed_direction"":""increase""}",,,1,uncalibrated,available,"Observed annotation only, no numeric distribution inferred."
PRIOR_G-A014_existence,G-A014,existence,Beta,"{""alpha"":1.5,""beta"":1.0}",0.6,0.6,1,uncalibrated,available,"Tier/access/confidence weights, biological cohort cap; not calibrated probability of truth."
PRIOR_G-A014_expression,G-A014,expression,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A014_genetic_modifier,G-A014,genetic_modifier,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A014_human_transportability,G-A014,human_transportability,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A014_magnitude,G-A014,magnitude,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A014_protein_availability,G-A014,protein_availability,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A014_temporal,G-A014,temporal,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A015_context_specific,G-A015,context_specific,categorical_annotation,"{""context_id"":""CTX_c3f02f7f07d62123""}",,,1,uncalibrated,available,"Observed annotation only, no numeric distribution inferred."
PRIOR_G-A015_direction,G-A015,direction,Dirichlet,"{""alpha"":[1.25,1.0,1.0],""categories"":[""increase"",""decrease"",""other""]}",,,1,uncalibrated,available,Direction uncertainty is separate from existence and from effect magnitude.
PRIOR_G-A015_effect_class,G-A015,effect_class,categorical_annotation,"{""observed_direction"":""increase""}",,,1,uncalibrated,available,"Observed annotation only, no numeric distribution inferred."
PRIOR_G-A015_existence,G-A015,existence,Beta,"{""alpha"":1.25,""beta"":1.0}",0.5555555555555556,0.5555555555555556,1,uncalibrated,available,"Tier/access/confidence weights, biological cohort cap; not calibrated probability of truth."
PRIOR_G-A015_expression,G-A015,expression,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A015_genetic_modifier,G-A015,genetic_modifier,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A015_human_transportability,G-A015,human_transportability,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A015_magnitude,G-A015,magnitude,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A015_protein_availability,G-A015,protein_availability,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A015_temporal,G-A015,temporal,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A016_context_specific,G-A016,context_specific,categorical_annotation,"{""context_id"":""CTX_4c9462b72a11696e""}",,,1,uncalibrated,available,"Observed annotation only, no numeric distribution inferred."
PRIOR_G-A016_direction,G-A016,direction,Dirichlet,"{""alpha"":[1.0,1.0,2.0],""categories"":[""increase"",""decrease"",""other""]}",,,1,uncalibrated,available,Direction uncertainty is separate from existence and from effect magnitude.
PRIOR_G-A016_effect_class,G-A016,effect_class,categorical_annotation,"{""observed_direction"":""association""}",,,1,uncalibrated,available,"Observed annotation only, no numeric distribution inferred."
PRIOR_G-A016_existence,G-A016,existence,Beta,"{""alpha"":2.0,""beta"":1.0}",0.6666666666666666,0.6666666666666666,1,uncalibrated,available,"Tier/access/confidence weights, biological cohort cap; not calibrated probability of truth."
PRIOR_G-A016_expression,G-A016,expression,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A016_genetic_modifier,G-A016,genetic_modifier,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A016_human_transportability,G-A016,human_transportability,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A016_magnitude,G-A016,magnitude,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A016_protein_availability,G-A016,protein_availability,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A016_temporal,G-A016,temporal,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A017_context_specific,G-A017,context_specific,categorical_annotation,"{""context_id"":""CTX_f06f874d93de1468""}",,,1,uncalibrated,available,"Observed annotation only, no numeric distribution inferred."
PRIOR_G-A017_direction,G-A017,direction,Dirichlet,"{""alpha"":[1.0,1.0,1.5],""categories"":[""increase"",""decrease"",""other""]}",,,1,uncalibrated,available,Direction uncertainty is separate from existence and from effect magnitude.
PRIOR_G-A017_effect_class,G-A017,effect_class,categorical_annotation,"{""observed_direction"":""association""}",,,1,uncalibrated,available,"Observed annotation only, no numeric distribution inferred."
PRIOR_G-A017_existence,G-A017,existence,Beta,"{""alpha"":1.5,""beta"":1.0}",0.6,0.6,1,uncalibrated,available,"Tier/access/confidence weights, biological cohort cap; not calibrated probability of truth."
PRIOR_G-A017_expression,G-A017,expression,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A017_genetic_modifier,G-A017,genetic_modifier,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A017_human_transportability,G-A017,human_transportability,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A017_magnitude,G-A017,magnitude,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A017_protein_availability,G-A017,protein_availability,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A017_temporal,G-A017,temporal,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A018_context_specific,G-A018,context_specific,categorical_annotation,"{""context_id"":""CTX_6509627fa9e77b28""}",,,1,uncalibrated,available,"Observed annotation only, no numeric distribution inferred."
PRIOR_G-A018_direction,G-A018,direction,Dirichlet,"{""alpha"":[1.0,1.0,1.5],""categories"":[""increase"",""decrease"",""other""]}",,,1,uncalibrated,available,Direction uncertainty is separate from existence and from effect magnitude.
PRIOR_G-A018_effect_class,G-A018,effect_class,categorical_annotation,"{""observed_direction"":""association""}",,,1,uncalibrated,available,"Observed annotation only, no numeric distribution inferred."
PRIOR_G-A018_existence,G-A018,existence,Beta,"{""alpha"":1.5,""beta"":1.0}",0.6,0.6,1,uncalibrated,available,"Tier/access/confidence weights, biological cohort cap; not calibrated probability of truth."
PRIOR_G-A018_expression,G-A018,expression,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A018_genetic_modifier,G-A018,genetic_modifier,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A018_human_transportability,G-A018,human_transportability,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A018_magnitude,G-A018,magnitude,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A018_protein_availability,G-A018,protein_availability,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A018_temporal,G-A018,temporal,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A019_context_specific,G-A019,context_specific,categorical_annotation,"{""context_id"":""CTX_b2eeeacb0fb9b2e1""}",,,1,uncalibrated,available,"Observed annotation only, no numeric distribution inferred."
PRIOR_G-A019_direction,G-A019,direction,Dirichlet,"{""alpha"":[1.0,1.0,1.5],""categories"":[""increase"",""decrease"",""other""]}",,,1,uncalibrated,available,Direction uncertainty is separate from existence and from effect magnitude.
PRIOR_G-A019_effect_class,G-A019,effect_class,categorical_annotation,"{""observed_direction"":""association""}",,,1,uncalibrated,available,"Observed annotation only, no numeric distribution inferred."
PRIOR_G-A019_existence,G-A019,existence,Beta,"{""alpha"":1.5,""beta"":1.0}",0.6,0.6,1,uncalibrated,available,"Tier/access/confidence weights, biological cohort cap; not calibrated probability of truth."
PRIOR_G-A019_expression,G-A019,expression,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A019_genetic_modifier,G-A019,genetic_modifier,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A019_human_transportability,G-A019,human_transportability,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A019_magnitude,G-A019,magnitude,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A019_protein_availability,G-A019,protein_availability,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A019_temporal,G-A019,temporal,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A020_context_specific,G-A020,context_specific,unavailable,{},,,0,uncalibrated,withheld,Contested/incomplete extraction withheld.
PRIOR_G-A020_direction,G-A020,direction,unavailable,{},,,0,uncalibrated,withheld,Contested/incomplete extraction withheld.
PRIOR_G-A020_effect_class,G-A020,effect_class,unavailable,{},,,0,uncalibrated,withheld,Contested/incomplete extraction withheld.
PRIOR_G-A020_existence,G-A020,existence,unavailable,{},,,0,uncalibrated,withheld,Contested/incomplete extraction withheld.
PRIOR_G-A020_expression,G-A020,expression,unavailable,{},,,0,uncalibrated,withheld,Contested/incomplete extraction withheld.
PRIOR_G-A020_genetic_modifier,G-A020,genetic_modifier,unavailable,{},,,0,uncalibrated,withheld,Contested/incomplete extraction withheld.
PRIOR_G-A020_human_transportability,G-A020,human_transportability,unavailable,{},,,0,uncalibrated,withheld,Contested/incomplete extraction withheld.
PRIOR_G-A020_magnitude,G-A020,magnitude,unavailable,{},,,0,uncalibrated,withheld,Contested/incomplete extraction withheld.
PRIOR_G-A020_protein_availability,G-A020,protein_availability,unavailable,{},,,0,uncalibrated,withheld,Contested/incomplete extraction withheld.
PRIOR_G-A020_temporal,G-A020,temporal,unavailable,{},,,0,uncalibrated,withheld,Contested/incomplete extraction withheld.
PRIOR_G-A021_context_specific,G-A021,context_specific,categorical_annotation,"{""context_id"":""CTX_6514df7e7dbb898b""}",,,1,uncalibrated,available,"Observed annotation only, no numeric distribution inferred."
PRIOR_G-A021_direction,G-A021,direction,Dirichlet,"{""alpha"":[1.0,1.0,1.5],""categories"":[""increase"",""decrease"",""other""]}",,,1,uncalibrated,available,Direction uncertainty is separate from existence and from effect magnitude.
PRIOR_G-A021_effect_class,G-A021,effect_class,categorical_annotation,"{""observed_direction"":""association""}",,,1,uncalibrated,available,"Observed annotation only, no numeric distribution inferred."
PRIOR_G-A021_existence,G-A021,existence,Beta,"{""alpha"":1.5,""beta"":1.0}",0.6,0.6,1,uncalibrated,available,"Tier/access/confidence weights, biological cohort cap; not calibrated probability of truth."
PRIOR_G-A021_expression,G-A021,expression,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A021_genetic_modifier,G-A021,genetic_modifier,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A021_human_transportability,G-A021,human_transportability,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A021_magnitude,G-A021,magnitude,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A021_protein_availability,G-A021,protein_availability,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A021_temporal,G-A021,temporal,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A022_context_specific,G-A022,context_specific,categorical_annotation,"{""context_id"":""CTX_00524ee757c3594a""}",,,1,uncalibrated,available,"Observed annotation only, no numeric distribution inferred."
PRIOR_G-A022_direction,G-A022,direction,Dirichlet,"{""alpha"":[1.0,1.0,1.5],""categories"":[""increase"",""decrease"",""other""]}",,,1,uncalibrated,available,Direction uncertainty is separate from existence and from effect magnitude.
PRIOR_G-A022_effect_class,G-A022,effect_class,categorical_annotation,"{""observed_direction"":""association""}",,,1,uncalibrated,available,"Observed annotation only, no numeric distribution inferred."
PRIOR_G-A022_existence,G-A022,existence,Beta,"{""alpha"":1.5,""beta"":1.0}",0.6,0.6,1,uncalibrated,available,"Tier/access/confidence weights, biological cohort cap; not calibrated probability of truth."
PRIOR_G-A022_expression,G-A022,expression,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A022_genetic_modifier,G-A022,genetic_modifier,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A022_human_transportability,G-A022,human_transportability,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A022_magnitude,G-A022,magnitude,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A022_protein_availability,G-A022,protein_availability,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
